gene,gains,losses,count,dist,loss_dist,gain_subsize,loss_subsize,gain_subsize_nofilter,loss_subsize_nofilter,gain_subsize_thresh,loss_subsize_thresh,root_state,gains_flow,losses_flow,gains_markov,losses_markov,gains_entropy,losses_entropy,gain_subsize_marginal,loss_subsize_marginal,gain_subsize_marginal_nofilter,loss_subsize_marginal_nofilter,gain_subsize_marginal_thresh,loss_subsize_marginal_thresh,gain_subsize_entropy,loss_subsize_entropy,gain_subsize_entropy_nofilter,loss_subsize_entropy_nofilter,gain_subsize_entropy_thresh,loss_subsize_entropy_thresh,dist_marginal,loss_dist_marginal,root_prob
group_21848,2,18,354,0.03047,0.048729999999999996,1.9215499999999999,3.603450000000003,2.3588999999999998,3.6608400000000034,1.9215500000000008,3.526220000000008,1,2.829329678627298,19.284801838916387,0.13209397764779507,0.4576224468066848,0.8267550545472544,14.620680943439861,1.9945165368102846,3.971440236957264,2.034910006400853,3.9848299935991554,1.678186194743658,3.790449632838535,1.531713169719037,3.5961520850263757,1.554849492575249,3.601107318437083,1.323257168660204,3.544056053174297,0.03047,0.048729999999999996,0.7166328266009268
yadM,6,19,354,0.048729999999999996,0.03047,1.6731999999999991,3.851800000000003,1.9665299999999988,4.053210000000001,1.595970000000001,3.851800000000006,0,7.575963878265452,20.453911704454338,0.2476170921926709,0.3619784918752412,3.938806354286268,15.182594626769509,1.873391263451671,4.0925655103158665,1.896128977063725,4.123611022936274,1.5648577115938864,3.892964161462149,1.4132320533565825,3.631895070205759,1.4254468343490616,3.6393622798809457,1.2194035934771974,3.5649437664892343,0.048729999999999996,0.03047,0.15825949034247863
yadL,6,17,354,0.048729999999999996,0.03047,1.6568199999999993,3.8681800000000024,1.891959999999999,4.127780000000001,1.5795900000000012,3.8681800000000064,0,7.402021370982843,18.403483841937923,0.22958810808608882,0.25906641378894124,3.9737121440313867,14.472194894946485,1.8745754792378426,4.091381294529697,1.8963543909952938,4.123385609004705,1.5763941268114208,3.8807812763375926,1.462752870705823,3.7543326132117247,1.4752047144229683,3.7654855607501334,1.266791903843765,3.6336700745773394,0.048729999999999996,0.03047,0.14922389333204208
yncH,4,11,354,0.03047,0.03047,1.7662799999999999,3.7587200000000034,2.2052400000000008,3.814500000000003,1.766280000000001,3.7587200000000074,0,3.6689454895850915,11.910795639691047,0.14052268201296436,0.3199909665467023,2.4192580027031467,10.027674263435669,1.980760587469561,3.9851961862979834,2.0248586257212087,3.9948813742787976,1.6481909199246474,3.8768090800753585,1.8001106033201275,3.838232868673274,1.8390837372873226,3.844274089216128,1.4942456091191487,3.7548685917091023,0.03047,0.03047,0.4930982345151736
yrhA,11,9,354,0.06541,0.03047,1.3079199999999986,4.217080000000002,1.6282399999999984,4.391499999999996,1.1799900000000005,4.217080000000001,0,10.696030926439626,12.482180274267783,0.3683042213589021,0.3147823279268428,4.124611474160274,8.764150009476381,1.5689168680574588,4.397039905710081,1.6113155151748313,4.40842448482517,1.1701235199347089,4.251841212107778,0.8079469733093599,3.9318821138818043,0.8275936958905594,3.9360566218762374,0.6318189030119102,3.877266828695955,0.06541,0.03047,0.22792683001465205
yraJ,4,4,354,0.06291000000000001,0.03047,1.8771400000000003,3.647860000000003,2.3161000000000014,3.7036400000000036,1.7618000000000005,3.6478600000000077,0,3.4004955163882435,5.334533402310772,0.08337725773027507,0.18282129170217987,2.1410014747224517,3.82221496839533,2.138037088838931,3.8279196849286183,2.1865251018751564,3.8332148981248535,1.7313979549279217,3.747340070611263,2.004539607228652,3.6760763291433487,2.048216578800896,3.6765565953751107,1.6640070520477852,3.638036304850162,0.046759999999999996,0.03047,0.24086028124676898
yneK,19,4,353,0.03047,0.09567,1.1959300000000002,4.329070000000004,1.1959300000000002,4.823809999999996,1.1959299999999988,3.96932000000001,1,23.47617627664246,3.887911318370354,0.48283128513355933,0.12358693431841301,15.579995050327877,1.292458894311061,1.6148535602712402,4.351103213496303,1.616591702866399,4.403148297133604,1.600781010298208,3.58034734798682,1.3697419507156758,3.7423408922133454,1.3710451311948093,3.7841541081924177,1.3593410229122145,3.139764022859376,0.03047,0.09567,0.9527015542445597
upaGehaG,4,15,353,0.03047,0.10624000000000001,1.233969999999999,4.2910299999999975,1.411719999999999,4.608020000000003,1.2339699999999985,3.797400000000009,1,5.207745035452307,15.465296103911523,0.11806925213301907,0.40318119313563544,3.9909112546524717,10.798857931577565,1.1556281050027637,4.810328668764786,1.1594051226879678,4.860334877312044,1.102518569510586,3.941326255203374,1.0027876206573587,4.3906117045714925,1.0044402665370973,4.428969421245974,0.9886713991661177,3.6793344274023694,0.03047,0.10624000000000001,0.9587071894640617
rhsBrhsC,0,28,353,0.03047,0.07802999999999999,1.7872900000000003,3.7377100000000025,2.16886,3.850880000000002,1.7872900000000007,3.512440000000008,1,1.005808688317472,28.502117109422777,0.0594986000866526,0.635908561222171,0.4636966564258554,21.899787545672037,1.594603716101706,4.371353057665827,1.6258612571169204,4.393878742883073,1.3605613282320466,3.954210494715792,1.2201165293013838,3.954806373977957,1.2283523528201186,3.9665644203676016,1.1051383790063716,3.6381694472998043,0.03047,0.07747000000000001,0.9546454602511774
group_17034,28,5,352,0.03047,0.03047,1.7566800000000005,3.7683200000000046,1.8124599999999997,4.207280000000006,1.7566799999999991,3.7683200000000094,1,27.365242291220472,8.418928618654324,0.6666217864430827,0.21395655951986542,11.64438937287007,3.526498009742466,2.188911699775308,3.7770450739922317,2.199269546790043,3.820470453209958,2.0788102165504867,3.4461897834495163,1.4383480278115428,2.984715167685117,1.4417720983577897,3.011370252319968,1.3752978643603289,2.751941169756365,0.03047,0.03047,0.5996682524861946
group_13232,9,2,352,0.03047,0.046759999999999996,2.2421199999999986,3.282880000000007,2.30638,3.7133600000000095,2.2421200000000003,3.221940000000012,1,9.674771325302297,2.007242474090953,0.23674643259013822,0.026145690459575155,8.847601582120483,1.1393423212394942,2.5129063834456957,3.453050390321851,2.5217908419801476,3.4979491580198605,2.459447590134127,3.0114758340538708,2.464145050587803,3.3562090765180064,2.4708401532257867,3.399817228972956,2.4238816902485922,2.949025987480836,0.03047,0.046759999999999996,0.8873740697737392
setC,0,6,352,0.03047,0.07802999999999999,0.9780399999999988,4.546959999999996,1.1783200000000005,4.841419999999992,0.9780399999999984,4.321689999999999,1,0.06034345804746945,6.554731993813869,0.0016826842036777338,0.14242963706151224,0.055623841872008625,5.468589194900243,1.002804734677922,4.9631520390896116,1.0323929683847253,4.987347031615269,0.8556194234095662,4.444296654942834,0.8731445810128577,4.908927883015029,0.8852858490755023,4.929669168602512,0.7855488143561714,4.404105648526025,0.03047,0.07802999999999999,0.9985664999515484
group_16244,22,20,351,0.03047,0.1247,0.70739,4.817609999999998,0.7655800000000001,5.25416,0.7073899999999994,4.042770000000005,1,34.68968855469685,19.377770522641914,0.7019490152789091,0.43576900514672495,12.485902490655793,5.971506700647763,1.2193092195796709,4.7466475541878665,1.2273111517368223,4.792428848263175,1.1521738363964795,3.8397584219367937,0.543408635946449,2.68269762883152,0.546547299880429,2.7007347983086762,0.5177304908447685,2.3270886077696966,0.03047,0.11772,0.8549382920389265
yibG,5,13,350,0.06601,0.03047,2.061830000000001,3.463170000000004,2.4991800000000013,3.520560000000004,1.898960000000001,3.4631700000000065,0,5.045123578972776,12.843078527226673,0.20980761970062523,0.283749168533379,2.8759157175633754,10.600785484568396,2.3655788668054094,3.6003779069621333,2.416865214093918,3.602874785906086,1.7912615155118221,3.5792484547950956,2.0902489055168,3.474254290469967,2.1325363987569625,3.4751744744501347,1.6338275142384326,3.4666265291204525,0.06601,0.03047,0.05981487355290165
group_17845,16,26,350,0.03047,0.11102,0.6647499999999998,4.860249999999999,0.7872000000000001,5.232540000000002,0.6647499999999992,4.2820700000000045,1,36.203896247127936,29.476508185574694,0.8661202365402265,0.602834637089019,11.44111164794855,12.091362996745893,1.312336043559295,4.653620730208247,1.3226005291986411,4.697139470801362,1.2279175093027743,3.828406243521994,0.43687406438014753,1.920593980499741,0.4399199121405753,1.9335093678925108,0.41193061172505097,1.6733731441233515,0.03047,0.11102,0.8097725166644693
yihP,10,33,350,0.03047,0.10026000000000002,1.4970599999999996,4.027940000000003,1.7555299999999987,4.264210000000003,1.497059999999998,3.5932100000000067,1,26.896234473984226,31.78799712070846,0.878799009335923,0.8418811837419116,6.087664998989786,8.009753158690286,1.9933731607366958,3.9725836130308427,2.014132043065673,4.005607956934327,1.8334710674472838,3.4595031360258806,0.5261072898253839,1.7175341997850773,0.5271890662733909,1.719591398322342,0.5113963800415529,1.6583073913483952,0.03047,0.09444000000000001,0.6741452982040456
yqeJ,2,32,350,0.03047,0.07802999999999999,1.4931299999999998,4.03187,1.8738999999999995,4.145839999999999,1.4931299999999998,3.8066000000000044,1,5.532142978337067,31.025771631094006,0.1854299241761298,0.7448064525775566,1.9851658209208616,20.660065362107265,1.3960441499097964,4.569912623857739,1.4247466114602252,4.594993388539772,1.200620075802237,4.137327600213089,0.9650573360776044,3.761164619147214,0.9698842050551802,3.7677708470800444,0.905442385416817,3.590563329177894,0.03047,0.07802999999999999,0.7782308103737833
group_15421,4,10,350,0.03047,0.11052000000000001,1.0794999999999997,4.445499999999997,1.2572499999999989,4.762490000000006,1.0794999999999988,3.8914700000000084,1,4.794972398825834,10.349433871353632,0.09303679894810338,0.27222359687631076,3.9257567125072255,7.699075835484655,1.0978435012961525,4.868113272471384,1.1013025495914108,4.918437450408588,1.0460060857033626,3.9341369158234656,0.9995828215099338,4.6206453471594005,1.001174355742156,4.6615927051605075,0.9830345706089229,3.808827039176254,0.03047,0.11052000000000001,0.974677549540231
group_24414,2,20,349,0.03047,0.11102,0.9442799999999989,4.580719999999994,1.1995999999999984,4.820139999999991,0.9442799999999986,4.002540000000005,1,2.7598048053363904,20.12901287108128,0.04884018400162392,0.3768658713804033,1.419895618722242,14.8850135053307,0.8956381194794932,5.070318654288049,0.9088430011089372,5.110896998891065,0.8014129840827919,4.157107803582861,0.8014484054083914,4.77630762961334,0.8051805066655455,4.794256342783814,0.7438964192354539,4.030822233246831,0.03047,0.11102,0.9612732145933438
group_15128,0,35,349,0.03047,0.07802999999999999,1.4976799999999997,4.027319999999999,1.8210600000000003,4.198680000000002,1.4976800000000001,3.8020500000000044,1,2.5857558438128327,34.12349519244972,0.08928494967924169,0.7721829703167576,0.9952891041359287,23.3455510769746,1.1847554128734405,4.78120136089409,1.2084162563946068,4.811323743605386,1.0373778417596773,4.271579442752999,0.9368494649558723,4.145686915429745,0.9402047077630107,4.156983324935158,0.8797453524850231,3.810071974359268,0.03047,0.07802999999999999,0.9310564440550337
group_13609,4,11,348,0.03047,0.050320000000000004,1.304309999999999,4.220690000000004,1.5603700000000007,4.459369999999996,1.304310000000001,4.125200000000003,1,5.774663830697378,8.577767505707444,0.13356358471980817,0.18723100355784764,4.130100467550059,4.616973758002769,1.5093088378941841,4.456647935873357,1.5389311218585866,4.480808878141416,1.3055144522485989,4.15027021704784,1.3057681456940333,4.09190749495413,1.3152680590187562,4.1055461701849625,1.1747873461518148,3.895387855347267,0.03047,0.050320000000000004,0.7231969411317333
yqeK,0,36,348,0.03047,0.07802999999999999,1.5041299999999997,4.020869999999999,1.8275100000000004,4.192230000000002,1.5041300000000002,3.7956000000000043,1,2.873220677031205,35.00497972030309,0.09850849721017221,0.7786430826394333,1.0980228746880496,23.58601084653409,1.2011413633042571,4.764815410463276,1.2250415305547695,4.794698469445226,1.0508804937594465,4.259739094641205,0.935720690963198,4.092259987096053,0.939063725060941,4.103072975078812,0.8794014789104857,3.770411644026882,0.03047,0.07802999999999999,0.9198326049866826
bglH,5,12,347,0.06601,0.03047,1.4650600000000005,4.0599400000000045,1.7037400000000003,4.315999999999995,1.30219,4.059940000000004,0,5.708575395249226,12.66447559042118,0.22150230996963174,0.19105681426930513,3.439147177948075,9.556002834637304,1.723873461263661,4.2420833125038815,1.7515549307764238,4.26818506922358,1.2741020706293036,4.098983003738688,1.4697511597946726,4.011176929948883,1.4816502560426392,4.015885573744054,1.1578216953772362,3.9473666097580584,0.06601,0.03047,0.07721668560185183
group_13106,6,15,347,0.03047,0.08979,1.1944000000000001,4.330600000000002,1.3869099999999999,4.632829999999994,1.1944000000000001,4.031940000000005,1,8.599627509324119,14.37055188687469,0.17718911300649154,0.24346467258262755,5.940843133692026,9.763879859751745,1.385700524875504,4.580256248892036,1.4116408925435597,4.608099107456442,1.1645580234952855,4.294697848898565,1.1320673573314959,4.169641252168116,1.138076810261286,4.179625821513171,1.0224350262339925,4.014947851589539,0.03047,0.048729999999999996,0.8179383485499171
elfC,1,9,345,0.03047,0.07529,1.0777199999999987,4.4472799999999975,1.3996500000000003,4.620089999999995,1.0777199999999998,4.2505,1,1.603972503981025,7.136751389498654,0.030713599000329234,0.2419896768514351,1.2822030694082558,5.327644068236776,1.1696810994371816,4.796275674330353,1.2013421923687775,4.818397807631219,0.9744880962251389,4.368994249114461,1.0386287474241935,4.609531021473071,1.0515091221520407,4.626374361356855,0.9322415076084533,4.269775959747902,0.03047,0.07529,0.9088384327324286
group_16243,9,41,345,0.03047,0.11102,0.5910799999999998,4.933919999999996,0.7135299999999999,5.306209999999999,0.5910799999999995,4.355740000000004,1,40.367736011251026,38.51941469253356,0.9635595033407295,0.771701831306055,11.646758325712943,12.92761932883856,1.311138180502157,4.654818593265374,1.3222844523907302,4.697455547609262,1.2197487292526756,3.846354321568343,0.36633547595124427,1.4833512494499004,0.3692760589763271,1.4945996299287174,0.34222678558831676,1.2691745473157063,0.03047,0.11102,0.7927612049178236
ygeG,0,38,345,0.03047,0.07802999999999999,1.6292,3.8958,1.9525800000000004,4.067160000000001,1.6291999999999998,3.670530000000006,1,3.6432727769341122,36.53166832180606,0.12909450179606835,0.8062644810364401,1.2748508302183192,22.694462101873576,1.3153955895070413,4.650561184260495,1.3397284820648576,4.680011517935139,1.159944262246589,4.154273579063437,0.9353714846940384,3.8652567070376054,0.9386752655328068,3.875189840525472,0.8808146319183214,3.569404771191847,0.03047,0.07802999999999999,0.8956163727945564
yraK,3,8,344,0.03047,0.03047,1.8115500000000007,3.7134500000000035,2.250510000000001,3.769230000000004,1.8115500000000002,3.713450000000008,0,3.165643595119797,7.72693280921282,0.07867212391963894,0.19992496462583356,2.120994224439596,6.01723411921524,2.109445299318572,3.8565114744489617,2.1566866034708814,3.863053396529113,1.7574089035969,3.7675910964031023,1.994725436746927,3.695751868011162,2.0382532043765464,3.69665299809133,1.6644865958454005,3.6506640619205664,0.03047,0.03047,0.30838134920691673
atoS,18,7,344,0.03047,0.03047,1.7479499999999997,3.7770500000000036,1.8122099999999997,4.207530000000007,1.7479499999999988,3.77705000000001,1,18.920667936784252,8.285429562838608,0.43639261527097195,0.17174538742596157,12.914563863601574,4.632162258656744,2.0272944294009156,3.9386623443666307,2.0359254547013843,3.9838145452986233,1.930378534428093,3.594621465571914,1.632879569831384,3.4101304328772932,1.6351319566013616,3.442093955742188,1.5919650062916815,3.1395719386346035,0.03047,0.03047,0.6168757442625497
hicA,1,23,343,0.03047,0.11503,1.7171099999999992,3.807890000000004,1.967809999999999,4.051930000000003,1.7171100000000001,3.2108100000000093,1,1.9173774596899462,24.397975515286962,0.046147950867679595,0.6033994958660329,1.3267158812199906,17.63279085444282,1.4058210992409,4.5601356745266335,1.414960054211412,4.604779945788581,1.2780148407107776,3.6568847382070944,1.1522929590631512,4.19714518054555,1.1562419519278164,4.2268946316860845,1.0965238431826752,3.4199722376775052,0.03047,0.11503,0.9849215830000587
group_11131,27,30,343,0.03047,0.0743,2.3036200000000018,3.2213800000000017,2.425270000000002,3.594470000000004,2.303620000000002,3.0328900000000085,1,46.22813295734957,34.03610231692963,1.1045873407399047,0.91337538616705,10.531046694601045,6.188304678634655,2.9076178937454626,3.0583388800220854,2.931152399214218,3.088587600785792,2.7177266780024145,2.716619891630626,0.8441013103933251,0.7047498985576396,0.8443902356674721,0.7051466003996268,0.8411724658129786,0.6996356856624638,0.03047,0.06601,0.5563415283439135
atoA,15,10,343,0.03047,0.050320000000000004,1.6689999999999998,3.856000000000004,1.7332599999999998,4.286480000000006,1.668999999999999,3.7605100000000102,1,18.883603844216147,9.50057480004096,0.4371506166617743,0.1982863039985777,12.669135096144851,5.250189925422322,2.0145191657308392,3.9514376080367004,2.0229667340966944,3.9967732659033057,1.920003024348386,3.604996975651614,1.5975289034599907,3.3795571400836515,1.599585948787136,3.4104345081285077,1.5620070081338737,3.115523547112846,0.03047,0.03047,0.6301012718931676
atoD,15,10,343,0.03047,0.050320000000000004,1.6689999999999998,3.856000000000004,1.7332599999999998,4.286480000000006,1.668999999999999,3.7605100000000102,1,18.883603844216147,9.50057480004096,0.4371506166617743,0.1982863039985777,12.669135096144851,5.250189925422322,2.0145191657308392,3.9514376080367004,2.0229667340966944,3.9967732659033057,1.920003024348386,3.604996975651614,1.5975289034599907,3.3795571400836515,1.599585948787136,3.4104345081285077,1.5620070081338737,3.115523547112846,0.03047,0.03047,0.6301012718931676
yeeW,31,46,342,0.03047,0.09567,2.4137500000000025,3.1112500000000023,2.5288500000000007,3.4908900000000034,2.4137500000000016,2.7515000000000076,1,44.91342412956878,53.99874798071327,1.17801455048443,1.345753709699189,8.99568488652877,8.836013476148338,2.6818507464044954,3.2841060273630482,2.707206486170387,3.3125335138296177,2.4738811943852514,2.8662509614486167,0.20001752916252455,0.6367388632695262,0.20007734422289214,0.636805956775734,0.19953186136262202,0.6357683367533095,0.03047,0.09501000000000001,0.5285771462559491
ygeI,10,25,342,0.03047,0.10092000000000001,1.81344,3.711560000000001,2.1368200000000015,3.8829200000000013,1.8134399999999997,3.245510000000004,1,15.955349787916736,24.850916914256654,0.3804814334770336,0.6563608690482057,5.591665741597383,11.685874122786487,1.9534456786109011,4.0125110951566345,1.981835414471223,4.037904585528773,1.754334785707624,3.5969726871817653,1.1817993420234285,2.8284130458325074,1.1850824534923996,2.8319362671918067,1.1336090623966268,2.714651800220762,0.03047,0.07802999999999999,0.7235550326839061
group_15078,10,25,342,0.03047,0.10092000000000001,1.80255,3.7224500000000003,2.1259300000000017,3.8938100000000015,1.8025499999999999,3.2564000000000037,1,17.852551323909093,21.774669590173616,0.42431707354444,0.587959610855508,6.133364770703919,10.011432790390458,2.0933036789270516,3.8726530948404916,2.1230603838363393,3.896679616163664,1.8849219232263899,3.4755269589021918,1.254037241800662,2.709878204341898,1.257464355909712,2.7124516193778607,1.204427759691331,2.6192360493652593,0.03047,0.07802999999999999,0.6963487014015957
yraI,3,9,342,0.03047,0.03047,1.8425700000000005,3.6824300000000036,2.2815300000000014,3.7382100000000036,1.8425700000000003,3.682430000000008,0,3.093149056704865,8.87237130208399,0.07683633378006842,0.23261428767602577,2.1306394938911697,7.05018500597196,2.103265324878035,3.862691448889517,2.1500593164522854,3.869680683547728,1.7541518740038584,3.77084812599615,1.9949097437834329,3.6996451551413934,2.0383331494202044,3.700893168860717,1.665135900053178,3.6509803363774327,0.03047,0.03047,0.3323660797464809
group_14195,8,43,342,0.03047,0.11102,0.6729599999999999,4.852039999999997,0.79541,5.224329999999998,0.6729599999999992,4.273860000000005,1,40.55092478725953,38.698465774186424,0.9948403351506168,0.8108211222959288,10.976433869410888,12.836848958082838,1.4177835509945143,4.548173222773027,1.4298013584470315,4.58993864155297,1.3192266677429008,3.7558100175994205,0.36602817805406485,1.4005742383004247,0.3688353511839284,1.410330002492281,0.3430170915331757,1.213893767767168,0.03047,0.11102,0.7765942277511684
atoE,15,11,342,0.03047,0.050320000000000004,1.7095299999999998,3.815470000000004,1.7737899999999998,4.245950000000008,1.7095299999999989,3.7199800000000103,1,19.616384673343045,10.039779684407971,0.46130216503256427,0.22967260499847453,12.758401573591051,5.337815480092961,2.062798536254098,3.9031582375134404,2.071983440248912,3.947756559751088,1.9640004421649218,3.560999557835081,1.6038180419602663,3.2649047392882036,1.6063356123556178,3.2948345025939583,1.565360563463762,3.0064427554968747,0.03047,0.03047,0.6086576145250515
xapB,22,5,341,0.03047,0.03047,2.1121999999999996,3.412800000000004,2.232240000000001,3.787500000000006,2.112200000000001,3.412800000000006,1,26.212987812127597,4.777775326345126,0.6175069652355596,0.1321316068873401,16.20241488414044,2.4080830145626075,2.74068700867658,3.2252697650909616,2.7550063764621835,3.264733623537821,2.592846719505782,2.93215328049422,2.2741056764533853,2.6772755437944156,2.2851075385669857,2.700289686481777,2.161424116321193,2.4804945269013294,0.03047,0.03047,0.3764367407607131
group_17724,8,42,341,0.03047,0.11102,0.6317099999999998,4.893289999999998,0.7541599999999999,5.265579999999999,0.6317099999999993,4.315110000000005,1,40.92564628688796,38.998115587436885,0.9950053317778371,0.7977121130624719,11.205102770556408,12.912574377081175,1.3854989151345032,4.58045785863304,1.3972765455175236,4.62246345448248,1.2889269751570844,3.7837257795458816,0.3651483430174839,1.4003524899264497,0.3679949165068485,1.4105049596500312,0.3418114800473188,1.2065503629423964,0.03047,0.11102,0.7810323649028401
group_16423,9,44,341,0.03047,0.11102,0.6795099999999998,4.845489999999996,0.8019599999999999,5.2177799999999985,0.6795099999999992,4.267310000000005,1,41.97263463279165,42.199396312275056,1.001062980623018,0.8621182281348407,11.456718766766018,13.898793742770971,1.3758529810789961,4.590103792688545,1.387780137066132,4.631959862933869,1.2780634579870809,3.7965403281361563,0.35340374952927633,1.338300135683536,0.35622601833274636,1.3482043477046934,0.3302648246543742,1.1498742414267031,0.03047,0.11102,0.7782386261867749
group_15830,15,12,341,0.03047,0.050320000000000004,1.6699499999999998,3.855050000000004,1.7342099999999998,4.285530000000007,1.669949999999999,3.7595600000000102,1,18.778495387592855,11.894597634653238,0.4380070111439792,0.21902035069958647,12.227348805876941,6.929802592886562,1.9884122725277813,3.977544501239762,1.9966848765077048,4.023055123492301,1.8976422052565094,3.6273577947434954,1.535088874565815,3.3446161912215433,1.53703989723401,3.373224030600102,1.5072084308896396,3.0948227249616624,0.03047,0.03047,0.650930309830072
group_23408,3,34,340,0.03047,0.03047,2.10038,3.4246200000000027,2.4750800000000006,3.5446600000000013,2.1003800000000017,3.424620000000007,0,2.844533100102932,33.981015188130165,0.13031197449625026,0.6355472103731438,1.158921473543867,23.943943472665907,1.8684256950146376,4.0975310787528985,1.9059903873058386,4.113749612694161,1.582529739308132,3.881037905864013,1.2967267193859933,3.609182588188731,1.313169613378786,3.6207748373824264,1.1449453217820866,3.4662961946589226,0.03047,0.048729999999999996,0.743963513556128
group_19702,22,6,340,0.03047,0.03047,2.1130799999999996,3.411920000000004,2.233120000000001,3.786620000000006,2.113080000000001,3.411920000000006,1,26.321924500076946,5.9518611804058175,0.6229427199758277,0.14860746171575231,15.585665208732143,2.827654686058585,2.7347409439163335,3.2312158298512084,2.7503115696734377,3.269428430326568,2.5828240319641123,2.9421759680358917,2.2234526861408015,2.644212441322463,2.2343452247380426,2.663336328545659,2.1121380520926945,2.4638740337057725,0.03047,0.03047,0.38300521242619173
group_13095,2,13,340,0.03047,0.050320000000000004,0.749639999999999,4.775359999999994,1.0033499999999989,5.016389999999995,0.7496399999999984,4.679870000000001,1,3.2016503147555735,12.885240931786765,0.08015705113093685,0.33338250801795,0.9157003294196082,8.44832159386391,0.7480672362721791,5.217889537495356,0.7595738150489268,5.2601661849510695,0.601512892238699,4.923487107761298,0.5331164280751488,4.866288298254546,0.5367470455674288,4.8895589057666715,0.44833687508069253,4.654243613017099,0.03047,0.03047,0.6589312683819989
group_12761,10,42,340,0.03047,0.11102,0.7052,4.8197999999999945,0.8276499999999994,5.1920899999999985,0.705199999999999,4.2416200000000055,1,41.82716920435429,39.294841441137194,1.0035507072882424,0.8241949582983183,11.014111519742398,12.569933306909991,1.4054657726607844,4.560491001106756,1.4173633385773599,4.602376661422642,1.3079130114717152,3.7660847735781227,0.3666160864317549,1.3542849011549327,0.36944322395345186,1.364237906139454,0.34343820199251207,1.1643916320698577,0.03047,0.11102,0.7787981620349402
xapR,22,6,340,0.03047,0.03047,2.1541900000000007,3.370810000000004,2.2742300000000006,3.7455100000000043,2.154190000000001,3.370810000000006,1,26.282867989165148,5.945263035504553,0.6339123667733889,0.18380177214908167,15.542541733225951,2.776229296870884,2.7538888924687486,3.212067881298789,2.7699121559338096,3.249827844066189,2.591031832558214,2.9339681674417823,2.2267695538650685,2.5699384980465085,2.237760962328814,2.5874721472110296,2.113284750120171,2.426936873218341,0.03047,0.03047,0.38417202264032174
yraH,3,11,340,0.03047,0.03047,1.8536600000000005,3.6713400000000034,2.2926200000000017,3.7271200000000033,1.85366,3.6713400000000083,0,2.9969635534171086,11.079291347534957,0.07421236122424169,0.25176297458628216,2.138941146197999,9.177285925053207,2.089112303242807,3.876844470524738,2.1352917407809984,3.8844482592190084,1.7439084687134048,3.781091531286599,1.9865202465622884,3.71528058206851,2.0295961149859396,3.717218489652614,1.658281352288428,3.6607219017854633,0.03047,0.03047,0.3644043746051425
focB,1,21,340,0.03047,0.07802999999999999,1.712309999999999,3.812690000000005,1.9125899999999985,4.107150000000005,1.7123099999999987,3.587420000000011,1,1.5773738411224993,22.16082508888427,0.022229172733162647,0.3876412811967712,1.239486033137565,17.323367879207783,1.519935490585166,4.44602128318238,1.5423776779763039,4.477362322023704,1.3972563979139736,3.903765553029525,1.355799687922719,4.249844315627598,1.3590149812675913,4.269040480186536,1.300914581360332,3.760692188659226,0.03047,0.07802999999999999,0.9864959565883201
group_8063,22,6,340,0.03047,0.03047,2.1121999999999996,3.412800000000004,2.2910799999999996,3.7286600000000045,2.112200000000001,3.412800000000006,1,26.347528865712096,5.941715758801472,0.6363895285000958,0.19451427595508416,15.607425402791488,2.8593286189163276,2.7584693725582605,3.207487401209282,2.77450091566734,3.245239084332666,2.591517723777878,2.9334822762221218,2.2320183343863778,2.551233974770313,2.243174663664558,2.568119309230405,2.116180082416783,2.427487317426361,0.03047,0.03047,0.3759721997201695
group_7833,10,33,340,0.03047,0.10026000000000002,1.043919999999999,4.481079999999999,1.0996999999999986,4.920040000000004,1.0439199999999995,4.046350000000007,1,32.38494615832739,27.005878693414235,0.735299222700094,0.5497900474727556,11.37670501582706,8.72888259211631,1.5856045724463932,4.38035220132116,1.598244884951135,4.42149511504888,1.4854227157113191,3.898138906767181,0.6827664455916707,2.1577948806604565,0.6854296965800866,2.1667985642599605,0.6604246703768126,2.0509347888204923,0.03047,0.0743,0.7579261194781094
group_20270,14,38,339,0.03047,0.11102,0.9463300000000001,4.578669999999994,1.0105899999999999,5.009149999999995,0.9463299999999988,4.000490000000005,1,40.36633856004971,36.228947217360805,1.0142560651181716,0.7477149476573328,11.680585795587223,13.68551372762642,1.6483167337512146,4.3176400400163315,1.6620288548613178,4.35771114513869,1.5357754407778248,3.5571294513373455,0.48102240019565784,1.330768194334931,0.48350375234712734,1.3380205264776779,0.46070481147120246,1.189903441305677,0.03047,0.11102,0.7453566219238933
hyfD,12,7,339,0.03047,0.07643,1.8627499999999997,3.6622500000000056,2.0630299999999995,3.9567100000000064,1.862750000000001,3.45559000000001,1,16.127513001430447,6.905963826135013,0.3216120174092931,0.18028106129640512,9.682215291536274,3.1169109930250456,2.19504152010579,3.7709152536617494,2.220748993629264,3.7989910063707364,2.058343755656641,3.273480442061029,1.8558230325343033,3.2351961462863836,1.8612971311191708,3.2508391385583972,1.7902560686140687,2.8627925241411885,0.03047,0.07643,0.9271933359063446
atoB,14,13,338,0.03047,0.050320000000000004,1.73115,3.7938500000000035,1.79541,4.224330000000008,1.7311499999999989,3.6983600000000103,1,18.069551433343218,12.571065454201541,0.4457134547859594,0.2696808546759384,11.272281575093748,7.210916392698204,2.014780318096819,3.9511764556707285,2.023395281312439,3.9963447186875714,1.9221818834066329,3.6028181165933733,1.5355693043872884,3.2740686397984913,1.5376160707916622,3.3027911679561717,1.507509624246071,3.02291321840286,0.03047,0.03047,0.6369788825849536
